nameOrig,last_step,Recency,Frequency,MonetarySum,MonetaryAvg,R_Score,F_Score,M_Score,RFM_Total,Segment
C838426047,281,525,1.0,333978.7,333978.7,3,4,4,11,Champions (핵심 VIP)
C838556596,452,354,3.0,321592.08266882366,107197.36088960788,4,4,4,12,Champions (핵심 VIP)
C838588150,401,405,1.0,5356319.56,5356319.56,4,4,4,12,Champions (핵심 VIP)
C838594180,394,412,5.0,2202647.2194203283,440529.44388406567,4,4,4,12,Champions (핵심 VIP)
C838611964,396,410,1.0,334243.42,334243.42,4,4,4,12,Champions (핵심 VIP)
C838648574,565,241,1.0,234857.18,234857.18,4,4,4,12,Champions (핵심 VIP)
C838714363,256,550,1.0,191238.05,191238.05,3,4,4,11,Champions (핵심 VIP)
C838714752,298,508,1.0,279289.7,279289.7,3,4,4,11,Champions (핵심 VIP)
C838727953,299,507,1.0,595891.39,595891.39,3,4,4,11,Champions (핵심 VIP)
C838739155,374,432,1.0,227156.74,227156.74,4,4,4,12,Champions (핵심 VIP)
C83879095,346,460,1.0,736360.62,736360.62,3,4,4,11,Champions (핵심 VIP)
C838818052,304,502,1.0,3525280.52,3525280.52,3,4,4,11,Champions (핵심 VIP)
C838940489,398,408,1.0,186991.15,186991.15,4,4,3,11,Champions (핵심 VIP)
C839031680,394,412,1.0,107004.01,107004.01,4,4,3,11,Champions (핵심 VIP)
C839079491,471,335,1.0,136697.92,136697.92,4,4,3,11,Champions (핵심 VIP)
C839175282,378,428,1.0,323160.3,323160.3,4,4,4,12,Champions (핵심 VIP)
C839243612,395,411,1.0,397337.15,397337.15,4,4,4,12,Champions (핵심 VIP)
C839479807,405,401,1.0,2981471.43,2981471.43,4,4,4,12,Champions (핵심 VIP)
C839535198,327,479,1.0,267061.91,267061.91,3,4,4,11,Champions (핵심 VIP)
C839599425,428,378,1.0,63602.15,63602.15,4,4,3,11,Champions (핵심 VIP)
C839674645,404,402,1.0,92581.1,92581.1,4,4,3,11,Champions (핵심 VIP)
C83968668,331,475,5.0,704067.6606126175,140813.5321225235,3,4,4,11,Champions (핵심 VIP)
C839719004,322,484,1.0,309461.67,309461.67,3,4,4,11,Champions (핵심 VIP)
C839751591,356,450,1.0,177093.03,177093.03,4,4,3,11,Champions (핵심 VIP)
C839898306,325,481,1.0,308796.48,308796.48,3,4,4,11,Champions (핵심 VIP)
C839985718,275,531,1.0,495602.28,495602.28,3,4,4,11,Champions (핵심 VIP)
C840030350,476,330,4.0,619461.5679796622,154865.39199491555,4,4,4,12,Champions (핵심 VIP)
C840076730,422,384,1.0,95100.2,95100.2,4,4,3,11,Champions (핵심 VIP)
C840270760,380,426,1.0,95234.23,95234.23,4,4,3,11,Champions (핵심 VIP)
C840274238,404,402,1.0,75140.19,75140.19,4,4,3,11,Champions (핵심 VIP)
C840326319,305,501,1.0,243129.61,243129.61,3,4,4,11,Champions (핵심 VIP)
C840333575,257,549,1.0,975486.5,975486.5,3,4,4,11,Champions (핵심 VIP)
C840443142,374,432,1.0,56315.58,56315.58,4,4,3,11,Champions (핵심 VIP)
C840460232,348,458,1.0,113290.65,113290.65,4,4,3,11,Champions (핵심 VIP)
C840675031,298,508,1.0,542119.74,542119.74,3,4,4,11,Champions (핵심 VIP)
C840846677,514,292,1.0,202836.46,202836.46,4,4,4,12,Champions (핵심 VIP)
C840923874,398,408,1.0,56160.3,56160.3,4,4,3,11,Champions (핵심 VIP)
C84099617,254,552,1.0,772627.8,772627.8,3,4,4,11,Champions (핵심 VIP)
C841027981,323,483,1.0,289582.43,289582.43,3,4,4,11,Champions (핵심 VIP)
C841031351,304,502,1.0,220814.18,220814.18,3,4,4,11,Champions (핵심 VIP)
C84107671,258,548,1.0,212018.51,212018.51,3,4,4,11,Champions (핵심 VIP)
C841181573,374,432,1.0,281237.42,281237.42,4,4,4,12,Champions (핵심 VIP)
C841289791,379,427,1.0,183101.56,183101.56,4,4,3,11,Champions (핵심 VIP)
C841347650,323,483,1.0,1218898.49,1218898.49,3,4,4,11,Champions (핵심 VIP)
C841376758,399,407,1.0,1000812.97,1000812.97,4,4,4,12,Champions (핵심 VIP)
C841389778,394,412,1.0,117875.04,117875.04,4,4,3,11,Champions (핵심 VIP)
C841405189,326,480,1.0,218714.18,218714.18,3,4,4,11,Champions (핵심 VIP)
C841429650,299,507,1.0,288181.21,288181.21,3,4,4,11,Champions (핵심 VIP)
C841575975,299,507,1.0,577312.38,577312.38,3,4,4,11,Champions (핵심 VIP)
C841581679,446,360,3.0,735073.1962447483,245024.39874824943,4,4,4,12,Champions (핵심 VIP)
C84161722,326,480,1.0,534952.31,534952.31,3,4,4,11,Champions (핵심 VIP)
C841690798,251,555,1.0,398371.93,398371.93,3,4,4,11,Champions (핵심 VIP)
C841732332,469,337,1.0,447885.83,447885.83,4,4,4,12,Champions (핵심 VIP)
C841906878,257,549,1.0,274541.56,274541.56,3,4,4,11,Champions (핵심 VIP)
C841925681,372,434,1.0,158595.47,158595.47,4,4,3,11,Champions (핵심 VIP)
C841946772,563,243,1.0,284104.59,284104.59,4,4,4,12,Champions (핵심 VIP)
C842195363,286,520,1.0,213229.32,213229.32,3,4,4,11,Champions (핵심 VIP)
C84236142,284,522,5.0,1017181.7545168425,203436.3509033685,3,4,4,11,Champions (핵심 VIP)
C842550860,356,450,1.0,101088.71,101088.71,4,4,3,11,Champions (핵심 VIP)
C842594542,374,432,1.0,229125.65,229125.65,4,4,4,12,Champions (핵심 VIP)
C842657514,298,508,1.0,267067.99,267067.99,3,4,4,11,Champions (핵심 VIP)
C842662803,514,292,1.0,593739.71,593739.71,4,4,4,12,Champions (핵심 VIP)
C842818999,356,450,1.0,302309.75,302309.75,4,4,4,12,Champions (핵심 VIP)
C843327792,277,529,1.0,191186.69,191186.69,3,4,4,11,Champions (핵심 VIP)
C843394037,354,452,1.0,246878.67,246878.67,4,4,4,12,Champions (핵심 VIP)
C843606099,353,453,1.0,110742.3,110742.3,4,4,3,11,Champions (핵심 VIP)
C843617913,327,479,1.0,639710.4,639710.4,3,4,4,11,Champions (핵심 VIP)
C843709819,350,456,1.0,132451.58,132451.58,4,4,3,11,Champions (핵심 VIP)
C8438089,331,475,1.0,239058.5,239058.5,3,4,4,11,Champions (핵심 VIP)
C843808936,256,550,1.0,247957.53,247957.53,3,4,4,11,Champions (핵심 VIP)
C843845590,394,412,1.0,145503.26,145503.26,4,4,3,11,Champions (핵심 VIP)
C84388746,259,547,1.0,227539.33,227539.33,3,4,4,11,Champions (핵심 VIP)
C843894881,401,405,1.0,1476299.72,1476299.72,4,4,4,12,Champions (핵심 VIP)
C843962471,305,501,5.0,1053610.0416179695,210722.0083235939,3,4,4,11,Champions (핵심 VIP)
C843992582,527,279,1.0,125522.35,125522.35,4,4,3,11,Champions (핵심 VIP)
C844049479,351,455,1.0,471239.02,471239.02,4,4,4,12,Champions (핵심 VIP)
C844227830,402,404,1.0,94560.61,94560.61,4,4,3,11,Champions (핵심 VIP)
C844242808,612,194,1.0,392463.57,392463.57,4,4,4,12,Champions (핵심 VIP)
C8444691,306,500,1.0,273989.92,273989.92,3,4,4,11,Champions (핵심 VIP)
C844594930,397,409,1.0,63317.88,63317.88,4,4,3,11,Champions (핵심 VIP)
C844631483,251,555,1.0,248885.39,248885.39,3,4,4,11,Champions (핵심 VIP)
C844641422,279,527,1.0,276562.54,276562.54,3,4,4,11,Champions (핵심 VIP)
C844717534,322,484,1.0,197136.6,197136.6,3,4,4,11,Champions (핵심 VIP)
C844764423,500,306,5.0,145932.7376743496,29186.54753486992,4,4,3,11,Champions (핵심 VIP)
C844852428,307,499,1.0,355790.65,355790.65,3,4,4,11,Champions (핵심 VIP)
C844879678,542,264,1.0,116306.3,116306.3,4,4,3,11,Champions (핵심 VIP)
C844918364,715,91,1.0,257342.12,257342.12,4,4,4,12,Champions (핵심 VIP)
C844972601,466,340,1.0,235813.51,235813.51,4,4,4,12,Champions (핵심 VIP)
C84500538,305,501,1.0,266484.5,266484.5,3,4,4,11,Champions (핵심 VIP)
C845075297,275,531,4.0,269407.3709644234,67351.84274110585,3,4,4,11,Champions (핵심 VIP)
C845172354,330,476,1.0,208824.12,208824.12,3,4,4,11,Champions (핵심 VIP)
C845317612,522,284,1.0,263349.11,263349.11,4,4,4,12,Champions (핵심 VIP)
C845400696,350,456,1.0,392782.74,392782.74,4,4,4,12,Champions (핵심 VIP)
C845586710,400,406,1.0,447944.78,447944.78,4,4,4,12,Champions (핵심 VIP)
C845811353,374,432,1.0,146650.17,146650.17,4,4,3,11,Champions (핵심 VIP)
C845928965,278,528,1.0,207960.86,207960.86,3,4,4,11,Champions (핵심 VIP)
C846096532,304,502,1.0,202240.76,202240.76,3,4,4,11,Champions (핵심 VIP)
C846155751,371,435,1.0,307003.56,307003.56,4,4,4,12,Champions (핵심 VIP)
C846169053,402,404,1.0,186203.99,186203.99,4,4,3,11,Champions (핵심 VIP)
C846238265,525,281,1.0,170734.55,170734.55,4,4,3,11,Champions (핵심 VIP)
C846321405,619,187,1.0,61698.13,61698.13,4,4,3,11,Champions (핵심 VIP)
C846364181,379,427,1.0,60571.09,60571.09,4,4,3,11,Champions (핵심 VIP)
C846439227,255,551,1.0,202469.77,202469.77,3,4,4,11,Champions (핵심 VIP)
C846832538,256,550,1.0,206752.35,206752.35,3,4,4,11,Champions (핵심 VIP)
C84715104,403,403,1.0,117666.17,117666.17,4,4,3,11,Champions (핵심 VIP)
C847245214,375,431,1.0,105992.72,105992.72,4,4,3,11,Champions (핵심 VIP)
C847262069,280,526,1.0,218226.81,218226.81,3,4,4,11,Champions (핵심 VIP)
C847274135,589,217,1.0,229008.22,229008.22,4,4,4,12,Champions (핵심 VIP)
C847460194,262,544,1.0,204301.57,204301.57,3,4,4,11,Champions (핵심 VIP)
C847476683,287,519,4.0,591924.2032658414,147981.05081646034,3,4,4,11,Champions (핵심 VIP)
C847503234,370,436,1.0,1107104.24,1107104.24,4,4,4,12,Champions (핵심 VIP)
C847644364,303,503,1.0,761630.96,761630.96,3,4,4,11,Champions (핵심 VIP)
C847694940,401,405,1.0,200008.72,200008.72,4,4,4,12,Champions (핵심 VIP)
C847752919,332,474,1.0,231783.9,231783.9,3,4,4,11,Champions (핵심 VIP)
C84785697,402,404,1.0,292108.44,292108.44,4,4,4,12,Champions (핵심 VIP)
C847938241,371,435,1.0,869055.39,869055.39,4,4,4,12,Champions (핵심 VIP)
C847988630,353,453,1.0,205537.33,205537.33,4,4,4,12,Champions (핵심 VIP)
C847992476,405,401,1.0,278603.24,278603.24,4,4,4,12,Champions (핵심 VIP)
C847993877,522,284,1.0,173571.21,173571.21,4,4,3,11,Champions (핵심 VIP)
C848003659,584,222,1.0,141991.12,141991.12,4,4,3,11,Champions (핵심 VIP)
C848206440,300,506,1.0,450263.72,450263.72,3,4,4,11,Champions (핵심 VIP)
C848306034,518,288,1.0,168883.48,168883.48,4,4,3,11,Champions (핵심 VIP)
C848349385,258,548,1.0,430097.28,430097.28,3,4,4,11,Champions (핵심 VIP)
C848449744,379,427,1.0,201026.12,201026.12,4,4,4,12,Champions (핵심 VIP)
C848585494,355,451,1.0,75463.5,75463.5,4,4,3,11,Champions (핵심 VIP)
C84873207,683,123,1.0,101770.12,101770.12,4,4,3,11,Champions (핵심 VIP)
C848774844,328,478,1.0,729117.15,729117.15,3,4,4,11,Champions (핵심 VIP)
C848779219,544,262,1.0,431404.39,431404.39,4,4,4,12,Champions (핵심 VIP)
C848865867,251,555,1.0,257638.41,257638.41,3,4,4,11,Champions (핵심 VIP)
C849042290,302,504,1.0,319924.93,319924.93,3,4,4,11,Champions (핵심 VIP)
C849129493,379,427,1.0,156390.86,156390.86,4,4,3,11,Champions (핵심 VIP)
C849255984,381,425,1.0,1261190.98,1261190.98,4,4,4,12,Champions (핵심 VIP)
C849351952,403,403,1.0,207802.04,207802.04,4,4,4,12,Champions (핵심 VIP)
C849725966,372,434,1.0,74942.23,74942.23,4,4,3,11,Champions (핵심 VIP)
C849780619,379,427,1.0,196746.33,196746.33,4,4,4,12,Champions (핵심 VIP)
C849847325,665,141,3.0,339112.95863980334,113037.65287993445,4,4,4,12,Champions (핵심 VIP)
C849935906,349,457,1.0,278863.34,278863.34,4,4,4,12,Champions (핵심 VIP)
C849940308,350,456,1.0,211120.25,211120.25,4,4,4,12,Champions (핵심 VIP)
C849978260,544,262,1.0,76814.86,76814.86,4,4,3,11,Champions (핵심 VIP)
C850007051,331,475,1.0,645391.48,645391.48,3,4,4,11,Champions (핵심 VIP)
C850121255,398,408,1.0,146045.84,146045.84,4,4,3,11,Champions (핵심 VIP)
C850127112,283,523,1.0,346908.58,346908.58,3,4,4,11,Champions (핵심 VIP)
C850348641,322,484,1.0,1797409.83,1797409.83,3,4,4,11,Champions (핵심 VIP)
C850474,356,450,1.0,152749.72,152749.72,4,4,3,11,Champions (핵심 VIP)
C850535159,355,451,1.0,103973.47,103973.47,4,4,3,11,Champions (핵심 VIP)
C850552013,256,550,1.0,796969.26,796969.26,3,4,4,11,Champions (핵심 VIP)
C850582729,354,452,1.0,222918.85,222918.85,4,4,4,12,Champions (핵심 VIP)
C85059495,394,412,1.0,55221.24,55221.24,4,4,3,11,Champions (핵심 VIP)
C850633747,355,451,1.0,167984.81,167984.81,4,4,3,11,Champions (핵심 VIP)
C850768430,378,428,1.0,239048.14,239048.14,4,4,4,12,Champions (핵심 VIP)
C85087830,381,425,1.0,217590.44,217590.44,4,4,4,12,Champions (핵심 VIP)
C850880770,380,426,5.0,1858020.3912510318,371604.07825020637,4,4,4,12,Champions (핵심 VIP)
C850963152,257,549,1.0,323794.22,323794.22,3,4,4,11,Champions (핵심 VIP)
C851163410,272,534,1.0,580673.57,580673.57,3,4,4,11,Champions (핵심 VIP)
C851172808,362,444,1.0,1397689.48,1397689.48,4,4,4,12,Champions (핵심 VIP)
C851220548,370,436,1.0,452666.72,452666.72,4,4,4,12,Champions (핵심 VIP)
C851237691,381,425,1.0,68010.61,68010.61,4,4,3,11,Champions (핵심 VIP)
C851239551,300,506,1.0,218522.99,218522.99,3,4,4,11,Champions (핵심 VIP)
C851429915,281,525,1.0,295928.3,295928.3,3,4,4,11,Champions (핵심 VIP)
C85161161,378,428,4.0,253792.5098234038,63448.12745585095,4,4,4,12,Champions (핵심 VIP)
C851703298,377,429,1.0,572324.02,572324.02,4,4,4,12,Champions (핵심 VIP)
C851854274,355,451,1.0,87573.1,87573.1,4,4,3,11,Champions (핵심 VIP)
C851886390,331,475,1.0,295889.92,295889.92,3,4,4,11,Champions (핵심 VIP)
C851956005,686,120,1.0,489503.16,489503.16,4,4,4,12,Champions (핵심 VIP)
C852145234,594,212,1.0,421230.48,421230.48,4,4,4,12,Champions (핵심 VIP)
C852179854,420,386,4.0,1814586.027842245,453646.50696056127,4,4,4,12,Champions (핵심 VIP)
C852218875,401,405,1.0,75889.33,75889.33,4,4,3,11,Champions (핵심 VIP)
C852348083,399,407,1.0,1514238.99,1514238.99,4,4,4,12,Champions (핵심 VIP)
C852521513,402,404,1.0,129469.69,129469.69,4,4,3,11,Champions (핵심 VIP)
C85255035,379,427,1.0,323028.38,323028.38,4,4,4,12,Champions (핵심 VIP)
C852693777,374,432,1.0,83519.77,83519.77,4,4,3,11,Champions (핵심 VIP)
C85285874,408,398,1.0,290195.69,290195.69,4,4,4,12,Champions (핵심 VIP)
C852898944,323,483,1.0,221246.02,221246.02,3,4,4,11,Champions (핵심 VIP)
C852904000,373,433,1.0,416005.21,416005.21,4,4,4,12,Champions (핵심 VIP)
C852910327,400,406,1.0,126187.02,126187.02,4,4,3,11,Champions (핵심 VIP)
C853029005,347,459,1.0,280802.26,280802.26,3,4,4,11,Champions (핵심 VIP)
C853105393,355,451,1.0,70109.76,70109.76,4,4,3,11,Champions (핵심 VIP)
C853154682,277,529,1.0,293210.05,293210.05,3,4,4,11,Champions (핵심 VIP)
C853169605,371,435,1.0,412918.9,412918.9,4,4,4,12,Champions (핵심 VIP)
C853222564,332,474,1.0,300694.08,300694.08,3,4,4,11,Champions (핵심 VIP)
C853248582,376,430,1.0,50105.44,50105.44,4,4,3,11,Champions (핵심 VIP)
C853252289,353,453,3.0,64925.47627300744,21641.825424335813,4,4,3,11,Champions (핵심 VIP)
C853327406,373,433,4.0,946086.294943795,236521.57373594874,4,4,4,12,Champions (핵심 VIP)
C853330965,373,433,1.0,321973.85,321973.85,4,4,4,12,Champions (핵심 VIP)
C853425383,356,450,1.0,290631.65,290631.65,4,4,4,12,Champions (핵심 VIP)
C85349453,283,523,1.0,203908.61,203908.61,3,4,4,11,Champions (핵심 VIP)
C853704393,403,403,1.0,45108.05,45108.05,4,4,3,11,Champions (핵심 VIP)
C85401179,252,554,1.0,195765.3,195765.3,3,4,4,11,Champions (핵심 VIP)
C854042780,300,506,1.0,261548.11,261548.11,3,4,4,11,Champions (핵심 VIP)
C85415914,299,507,1.0,305184.68,305184.68,3,4,4,11,Champions (핵심 VIP)
C854167369,281,525,1.0,195072.42,195072.42,3,4,4,11,Champions (핵심 VIP)
C854236814,422,384,3.0,891842.3437941242,297280.7812647081,4,4,4,12,Champions (핵심 VIP)
C854388906,573,233,1.0,82272.64,82272.64,4,4,3,11,Champions (핵심 VIP)
C854440594,395,411,1.0,141693.51,141693.51,4,4,3,11,Champions (핵심 VIP)
C854595207,400,406,1.0,2797467.15,2797467.15,4,4,4,12,Champions (핵심 VIP)
C854724834,323,483,1.0,390851.88,390851.88,3,4,4,11,Champions (핵심 VIP)
C854735361,353,453,1.0,248036.08,248036.08,4,4,4,12,Champions (핵심 VIP)
C855219430,256,550,1.0,274582.47,274582.47,3,4,4,11,Champions (핵심 VIP)
C855228653,297,509,1.0,340521.7,340521.7,3,4,4,11,Champions (핵심 VIP)
C855341622,378,428,1.0,289623.82,289623.82,4,4,4,12,Champions (핵심 VIP)
C855407140,374,432,4.0,1530010.409456305,382502.60236407624,4,4,4,12,Champions (핵심 VIP)
C85543880,299,507,1.0,267328.07,267328.07,3,4,4,11,Champions (핵심 VIP)
C855667226,525,281,1.0,64305.27,64305.27,4,4,3,11,Champions (핵심 VIP)
C85582336,514,292,1.0,175546.44,175546.44,4,4,3,11,Champions (핵심 VIP)
C855842817,405,401,1.0,262104.87,262104.87,4,4,4,12,Champions (핵심 VIP)
C855986785,331,475,1.0,253864.84,253864.84,3,4,4,11,Champions (핵심 VIP)
C856163349,347,459,1.0,371332.56,371332.56,3,4,4,11,Champions (핵심 VIP)
C856309307,374,432,1.0,91306.31,91306.31,4,4,3,11,Champions (핵심 VIP)
C856370448,400,406,1.0,242854.4,242854.4,4,4,4,12,Champions (핵심 VIP)
C856445004,254,552,1.0,196625.37,196625.37,3,4,4,11,Champions (핵심 VIP)
C856491359,378,428,1.0,279225.4,279225.4,4,4,4,12,Champions (핵심 VIP)
C856497582,394,412,1.0,52636.58,52636.58,4,4,3,11,Champions (핵심 VIP)
C856554763,397,409,1.0,64316.14,64316.14,4,4,3,11,Champions (핵심 VIP)
C856644433,398,408,1.0,121115.43,121115.43,4,4,3,11,Champions (핵심 VIP)
C856724913,396,410,1.0,358187.09,358187.09,4,4,4,12,Champions (핵심 VIP)
C856743436,400,406,1.0,103970.89,103970.89,4,4,3,11,Champions (핵심 VIP)
C856877384,277,529,1.0,257007.94,257007.94,3,4,4,11,Champions (핵심 VIP)
C856884382,377,429,1.0,469687.77,469687.77,4,4,4,12,Champions (핵심 VIP)
C856910240,349,457,1.0,47583.61,47583.61,4,4,3,11,Champions (핵심 VIP)
C856965693,567,239,1.0,128994.18,128994.18,4,4,3,11,Champions (핵심 VIP)
C857025306,522,284,1.0,130031.32,130031.32,4,4,3,11,Champions (핵심 VIP)
C857043454,688,118,1.0,89611.37,89611.37,4,4,3,11,Champions (핵심 VIP)
C85733020,353,453,1.0,90419.66,90419.66,4,4,3,11,Champions (핵심 VIP)
C857341109,326,480,5.0,435618.15316489653,87123.6306329793,3,4,4,11,Champions (핵심 VIP)
C857355341,303,503,1.0,424766.54,424766.54,3,4,4,11,Champions (핵심 VIP)
C857394416,353,453,1.0,230991.06,230991.06,4,4,4,12,Champions (핵심 VIP)
C857431224,275,531,1.0,818675.96,818675.96,3,4,4,11,Champions (핵심 VIP)
C857486936,280,526,1.0,220858.81,220858.81,3,4,4,11,Champions (핵심 VIP)
C857526682,396,410,1.0,375329.6,375329.6,4,4,4,12,Champions (핵심 VIP)
C857599907,286,520,1.0,712880.2,712880.2,3,4,4,11,Champions (핵심 VIP)
C857695710,694,112,1.0,47247.05,47247.05,4,4,3,11,Champions (핵심 VIP)
C857760190,256,550,1.0,200393.95,200393.95,3,4,4,11,Champions (핵심 VIP)
C857788682,300,506,1.0,2135822.1,2135822.1,3,4,4,11,Champions (핵심 VIP)
C857901509,406,400,1.0,143084.01,143084.01,4,4,3,11,Champions (핵심 VIP)
C857906147,354,452,1.0,44871.04,44871.04,4,4,3,11,Champions (핵심 VIP)
C857928841,251,555,1.0,274178.9,274178.9,3,4,4,11,Champions (핵심 VIP)
C857930838,402,404,1.0,386548.22,386548.22,4,4,4,12,Champions (핵심 VIP)
C85793935,326,480,1.0,1267019.42,1267019.42,3,4,4,11,Champions (핵심 VIP)
C858018151,402,404,1.0,308769.66,308769.66,4,4,4,12,Champions (핵심 VIP)
C85808317,396,410,1.0,134536.33,134536.33,4,4,3,11,Champions (핵심 VIP)
C858262788,378,428,1.0,200008.83,200008.83,4,4,4,12,Champions (핵심 VIP)
C858361126,402,404,1.0,307641.79,307641.79,4,4,4,12,Champions (핵심 VIP)
C858442506,280,526,1.0,282485.73,282485.73,3,4,4,11,Champions (핵심 VIP)
C858472107,259,547,1.0,244111.25,244111.25,3,4,4,11,Champions (핵심 VIP)
C858499279,538,268,1.0,102343.56,102343.56,4,4,3,11,Champions (핵심 VIP)
C858664861,280,526,1.0,195634.31,195634.31,3,4,4,11,Champions (핵심 VIP)
C858955036,300,506,1.0,491677.66,491677.66,3,4,4,11,Champions (핵심 VIP)
C859021300,538,268,1.0,124766.41,124766.41,4,4,3,11,Champions (핵심 VIP)
C859035462,381,425,1.0,446126.37,446126.37,4,4,4,12,Champions (핵심 VIP)
C85904115,355,451,1.0,263149.07,263149.07,4,4,4,12,Champions (핵심 VIP)
C8590656,379,427,1.0,44039.26,44039.26,4,4,3,11,Champions (핵심 VIP)
C859141504,396,410,1.0,1112453.37,1112453.37,4,4,4,12,Champions (핵심 VIP)
C859192752,399,407,1.0,185295.06,185295.06,4,4,3,11,Champions (핵심 VIP)
C859257021,276,530,1.0,276501.21,276501.21,3,4,4,11,Champions (핵심 VIP)
C859329589,400,406,1.0,393748.16,393748.16,4,4,4,12,Champions (핵심 VIP)
C859364719,352,454,1.0,360000.07,360000.07,4,4,4,12,Champions (핵심 VIP)
C859518189,279,527,1.0,199847.46,199847.46,3,4,4,11,Champions (핵심 VIP)
C859564993,257,549,1.0,267083.73,267083.73,3,4,4,11,Champions (핵심 VIP)
C859580856,397,409,1.0,399545.75,399545.75,4,4,4,12,Champions (핵심 VIP)
C859647034,356,450,1.0,135981.71,135981.71,4,4,3,11,Champions (핵심 VIP)
C859707049,300,506,1.0,489903.72,489903.72,3,4,4,11,Champions (핵심 VIP)
C86002569,371,435,1.0,200792.85,200792.85,4,4,4,12,Champions (핵심 VIP)
C8600625,394,412,1.0,493569.67,493569.67,4,4,4,12,Champions (핵심 VIP)
C860070664,253,553,1.0,295598.79,295598.79,3,4,4,11,Champions (핵심 VIP)
C860200265,257,549,3.0,556721.6974862983,185573.89916209943,3,4,4,11,Champions (핵심 VIP)
C860202338,404,402,1.0,66765.5,66765.5,4,4,3,11,Champions (핵심 VIP)
C860272854,374,432,1.0,55880.11,55880.11,4,4,3,11,Champions (핵심 VIP)
C86029228,327,479,1.0,481412.92,481412.92,3,4,4,11,Champions (핵심 VIP)
C86033486,259,547,1.0,391963.48,391963.48,3,4,4,11,Champions (핵심 VIP)
C860340271,297,509,1.0,211550.3,211550.3,3,4,4,11,Champions (핵심 VIP)
C860384880,278,528,1.0,679097.56,679097.56,3,4,4,11,Champions (핵심 VIP)
C860484593,350,456,1.0,289295.71,289295.71,4,4,4,12,Champions (핵심 VIP)
C860610869,402,404,1.0,999528.38,999528.38,4,4,4,12,Champions (핵심 VIP)
C860742824,471,335,1.0,205278.37,205278.37,4,4,4,12,Champions (핵심 VIP)
C860799786,322,484,4.0,572704.3396319798,143176.08490799495,3,4,4,11,Champions (핵심 VIP)
C860884666,371,435,1.0,83119.84,83119.84,4,4,3,11,Champions (핵심 VIP)
C860957902,280,526,1.0,254130.56,254130.56,3,4,4,11,Champions (핵심 VIP)
C861130940,354,452,1.0,463560.56,463560.56,4,4,4,12,Champions (핵심 VIP)
C861185682,393,413,1.0,57402.12,57402.12,4,4,3,11,Champions (핵심 VIP)
C861264053,492,314,1.0,480054.15,480054.15,4,4,4,12,Champions (핵심 VIP)
C861306472,399,407,1.0,308079.19,308079.19,4,4,4,12,Champions (핵심 VIP)
C861472169,308,498,1.0,386364.86,386364.86,3,4,4,11,Champions (핵심 VIP)
C861615358,379,427,1.0,119598.19,119598.19,4,4,3,11,Champions (핵심 VIP)
C861655942,402,404,1.0,180971.59,180971.59,4,4,3,11,Champions (핵심 VIP)
C861672846,618,188,5.0,158898.83195432054,31779.766390864108,4,4,3,11,Champions (핵심 VIP)
C861782275,402,404,1.0,338878.21,338878.21,4,4,4,12,Champions (핵심 VIP)
C861786358,373,433,1.0,87498.92,87498.92,4,4,3,11,Champions (핵심 VIP)
C861800935,257,549,3.0,1213471.6556829528,404490.5518943176,3,4,4,11,Champions (핵심 VIP)
C86186104,305,501,1.0,198604.0,198604.0,3,4,4,11,Champions (핵심 VIP)
C861948894,373,433,1.0,272626.18,272626.18,4,4,4,12,Champions (핵심 VIP)
C861998412,401,405,1.0,175013.58,175013.58,4,4,3,11,Champions (핵심 VIP)
C862031576,304,502,1.0,339319.19,339319.19,3,4,4,11,Champions (핵심 VIP)
C862074104,349,457,1.0,758260.34,758260.34,4,4,4,12,Champions (핵심 VIP)
C862082090,347,459,3.0,1012335.6737130325,337445.22457101085,3,4,4,11,Champions (핵심 VIP)
C862149449,257,549,1.0,403287.11,403287.11,3,4,4,11,Champions (핵심 VIP)
C862260049,297,509,1.0,943319.76,943319.76,3,4,4,11,Champions (핵심 VIP)
C86228012,495,311,1.0,418991.43,418991.43,4,4,4,12,Champions (핵심 VIP)
C862282432,264,542,1.0,240836.05,240836.05,3,4,4,11,Champions (핵심 VIP)
C862436859,399,407,1.0,192245.51,192245.51,4,4,4,12,Champions (핵심 VIP)
C86247444,254,552,1.0,612276.91,612276.91,3,4,4,11,Champions (핵심 VIP)
C862541461,408,398,1.0,161173.59,161173.59,4,4,3,11,Champions (핵심 VIP)
C862574653,306,500,1.0,708147.5,708147.5,3,4,4,11,Champions (핵심 VIP)
C862647,442,364,1.0,144299.97,144299.97,4,4,3,11,Champions (핵심 VIP)
C862714595,383,423,1.0,337648.25,337648.25,4,4,4,12,Champions (핵심 VIP)
C86272261,381,425,1.0,122029.82,122029.82,4,4,3,11,Champions (핵심 VIP)
C86279917,496,310,1.0,427904.51,427904.51,4,4,4,12,Champions (핵심 VIP)
C863022434,254,552,1.0,219953.5,219953.5,3,4,4,11,Champions (핵심 VIP)
C863208012,330,476,1.0,248710.73,248710.73,3,4,4,11,Champions (핵심 VIP)
C863280802,332,474,1.0,473709.58,473709.58,3,4,4,11,Champions (핵심 VIP)
C863346509,261,545,1.0,313939.87,313939.87,3,4,4,11,Champions (핵심 VIP)
C863347747,448,358,1.0,284577.7,284577.7,4,4,4,12,Champions (핵심 VIP)
C863432804,397,409,1.0,937009.08,937009.08,4,4,4,12,Champions (핵심 VIP)
